owner,customer,ssi,method
Mohave County Wind Farm,Mohave County Wind Farm,False,unmatched - passthrough
Axium Infrastructure US Inc.,Axium Infrastructure,False,rule
Pattern Operators LP,Pattern Energy,True,rule
Wallingford Energy LLC,Wallingford Energy LLC,False,unmatched - passthrough
Otter Tail Power Co,Otter Tail Power Co,False,unmatched - passthrough
"Caithness Long Island, LLC","Caithness Long Island, LLC",False,unmatched - passthrough
"New Castle Power, LLC","New Castle Power, LLC",False,unmatched - passthrough
"Sheboygan Power, LLC","Sheboygan Power, LLC",False,unmatched - passthrough
City of Garland - (TX),Municipal / Public Utility (various),False,rule
North Carolina El Member Corp,North Carolina El Member Corp,False,unmatched - passthrough
Dow Chemical Co - St Charles,Industrial Self-Generation (various),False,rule
Indiana Municipal Power Agency,Municipal / Public Utility (various),False,rule
BMP Wind LLC,BMP Wind LLC,False,unmatched - passthrough
"Black Hills Colorado Electric, LLC",Black Hills Corp,False,rule
"Brunot Island Power, LLC","Brunot Island Power, LLC",False,unmatched - passthrough
"Sage Draw Wind, LLC","Sage Draw Wind, LLC",False,unmatched - passthrough
MRP San Joaquin Energy LLC.,MRP San Joaquin Energy LLC.,False,unmatched - passthrough
TG East Wind Project LLC,TG East Wind Project LLC,False,unmatched - passthrough
Minnesota Municipal Power Agny,Municipal / Public Utility (various),False,rule
"Constellation Power Source Generation, LLC",Constellation Energy Corp.,True,rule
"Boswell Wind, LLC","Boswell Wind, LLC",False,unmatched - passthrough
"Intersect USA, LLC",Intersect,True,rule
"Dickerson Power, LLC","Dickerson Power, LLC",False,unmatched - passthrough
Gainesville Regional Utilities,Gainesville Regional Utilities,False,unmatched - passthrough
"Neptune Energy Center, LLC","Neptune Energy Center, LLC",False,unmatched - passthrough
"Desert Peak Energy Storage I, LLC","Desert Peak Energy Storage I, LLC",False,unmatched - passthrough
"Mid-Georgia Cogen, LP","Mid-Georgia Cogen, LP",False,unmatched - passthrough
Axium BNY LLC,Axium Infrastructure,False,rule
"Enel Kansas, LLC",Enel Green Power,True,rule
"Solar Star California XIX, LLC","Solar Star California XIX, LLC",False,unmatched - passthrough
Rockford Generation LLC,Rockford Generation LLC,False,unmatched - passthrough
"Western Farmers Elec Coop, Inc",Electric Cooperative (various),False,rule
Shaw Creek Solar,Shaw Creek Solar,False,unmatched - passthrough
Chugach Electric Assn Inc,Chugach Electric Assn Inc,False,unmatched - passthrough
"BT Hickerson Solar, LLC","BT Hickerson Solar, LLC",False,unmatched - passthrough
Shell Chemical Appalachia LLC,Industrial Self-Generation (various),False,rule
Arevon Asset Management,Arevon Energy,False,rule
"Canyon Wind Project, LLC","Canyon Wind Project, LLC",False,unmatched - passthrough
"Wild Plains Wind Project, LLC","Wild Plains Wind Project, LLC",False,unmatched - passthrough
Ocean State Power Co,Ocean State Power Co,False,unmatched - passthrough
Clarksdale Public Utilities,Clarksdale Public Utilities,False,unmatched - passthrough
Los Esteros Critical Energy Facility LLC,Los Esteros Critical Energy Facility LLC,False,unmatched - passthrough
Greasewood II LLC,Greasewood II LLC,False,unmatched - passthrough
Westlake Chemicals & Vinyls LLC,Westlake Chemicals & Vinyls LLC,False,unmatched - passthrough
"SE Juno, LLC","SE Juno, LLC",False,unmatched - passthrough
SMT Ironman BESS LLC,SMT Ironman BESS LLC,False,unmatched - passthrough
ALLETE Clean Energy,Allete Clean Energy,True,rule
Engie North America,Engie North America,True,rule
Indiana Crossroads Wind Farms LLC,Indiana Crossroads Wind Farms LLC,False,unmatched - passthrough
Exxon Mobil Corp,Industrial Self-Generation (various),False,rule
"Lincoln Land Wind, LLC","Lincoln Land Wind, LLC",False,unmatched - passthrough
"Seven Cowboy Wind Project, LLC","Seven Cowboy Wind Project, LLC",False,unmatched - passthrough
Rathdrum Power LLC,Rathdrum Power LLC,False,unmatched - passthrough
"Lacy Creek Wind, LLC","Lacy Creek Wind, LLC",False,unmatched - passthrough
"Inertia Wind Project, LLC","Inertia Wind Project, LLC",False,unmatched - passthrough
Turlock Irrigation District,Turlock Irrigation District,False,unmatched - passthrough
"Irish Creek Wind, LLC","Irish Creek Wind, LLC",False,unmatched - passthrough
"Leeward Asset Management, LLC",Leeward Renewable Energy,True,rule
Bearkat II TE Partnership LLC,Bearkat II TE Partnership LLC,False,unmatched - passthrough
Chisholm View Wind Project,Chisholm View Wind Project,False,unmatched - passthrough
Desert Quartzite LLC,Desert Quartzite LLC,False,unmatched - passthrough
Deuel Harvest Wind Energy LLC,Deuel Harvest Wind Energy LLC,False,unmatched - passthrough
"GulfStar Power, LLC","GulfStar Power, LLC",False,unmatched - passthrough
"BOCA bn, LLC","BOCA bn, LLC",False,unmatched - passthrough
Clenera LLC,Clenera / Enfinity,False,rule
Daggett Solar Power 3 LLC,Daggett Solar Power 3 LLC,False,unmatched - passthrough
"Pioneer Prairie Wind Farm I, LLC","Pioneer Prairie Wind Farm I, LLC",False,unmatched - passthrough
Kern River Cogeneration Co,Kern River Cogeneration Co,False,unmatched - passthrough
Soldier Creek Wind LLC,Soldier Creek Wind LLC,False,unmatched - passthrough
325MK 8me LLC,8minute Solar Energy,False,rule
AES Clean Energy,AES Wind Generation,True,rule
PP Jaguar BESS LLC,PP Jaguar BESS LLC,False,unmatched - passthrough
"Oxbow Solar Farm 1, LLC","Oxbow Solar Farm 1, LLC",False,unmatched - passthrough
"Rodeo Ranch Energy Storage, LLC","Rodeo Ranch Energy Storage, LLC",False,unmatched - passthrough
Arroyo Solar LLC,Arroyo Solar LLC,False,unmatched - passthrough
"Eleven Mile Solar Center, LLC","Eleven Mile Solar Center, LLC",False,unmatched - passthrough
"Sun Streams Expansion, LLC","Sun Streams Expansion, LLC",False,unmatched - passthrough
"Rock Creek Wind, LLC","Rock Creek Wind, LLC",False,unmatched - passthrough
RWE Clean Energy,RWE North America,True,rule
"Prospero Energy Project, LLC (Longroad)",Longroad Energy,True,rule
"Prosperity Wind, LLC","Prosperity Wind, LLC",False,unmatched - passthrough
"Bronco Plains Wind, LLC","Bronco Plains Wind, LLC",False,unmatched - passthrough
RE Slate 1 LLC,RE Slate 1 LLC,False,unmatched - passthrough
"Pine Forest Solar I, LLC","Pine Forest Solar I, LLC",False,unmatched - passthrough
"Cedro Hill Wind, LLC","Cedro Hill Wind, LLC",False,unmatched - passthrough
"Prairie Hill Wind Project, LLC","Prairie Hill Wind Project, LLC",False,unmatched - passthrough
Atlas VII LLC,Atlas VII LLC,False,unmatched - passthrough
Sycamore Cogeneration Co,Sycamore Cogeneration Co,False,unmatched - passthrough
"Tahoka Wind, LLC","Tahoka Wind, LLC",False,unmatched - passthrough
Copia Power,Copia Power,False,unmatched - passthrough
Hecate Energy Highland LLC,Hecate Energy,False,rule
"Torrecillas Wind Energy, LLC","Torrecillas Wind Energy, LLC",False,unmatched - passthrough
"Milligan 1 Wind, LLC","Milligan 1 Wind, LLC",False,unmatched - passthrough
Ranchero Wind Farm LLC,Ranchero Wind Farm LLC,False,unmatched - passthrough
RE Papago LLC,RE Papago LLC,False,unmatched - passthrough
Hubbard Wind LLC,Hubbard Wind LLC,False,unmatched - passthrough
"TX Jumbo Road Wind, LLC","TX Jumbo Road Wind, LLC",False,unmatched - passthrough
Balko Wind LLC,Balko Wind LLC,False,unmatched - passthrough
"Desert Stateline, LLC","Desert Stateline, LLC",False,unmatched - passthrough
"Red Dirt Wind Project, LLC","Red Dirt Wind Project, LLC",False,unmatched - passthrough
"Enel Green Power Diamond Vista Wind Project, LLC",Enel Green Power,True,rule
"Limestone Wind Project, LLC","Limestone Wind Project, LLC",False,unmatched - passthrough
Kay Wind LLC,Kay Wind LLC,False,unmatched - passthrough
"Aurora Wind Project, LLC","Aurora Wind Project, LLC",False,unmatched - passthrough
Motiva Enterprises LLC,Motiva Enterprises LLC,False,unmatched - passthrough
"Haystack Wind Project, LLC","Haystack Wind Project, LLC",False,unmatched - passthrough
Kingfisher Wind LLC,Kingfisher Wind LLC,False,unmatched - passthrough
"Thunder Ranch Wind Project, LLC","Thunder Ranch Wind Project, LLC",False,unmatched - passthrough
Handsome Lake Energy LLC,Handsome Lake Energy LLC,False,unmatched - passthrough
"Atlantic Oklahoma Wind, LLC","Atlantic Oklahoma Wind, LLC",False,unmatched - passthrough
Shepherds Flat Wind LLC,Shepherds Flat Wind LLC,False,unmatched - passthrough
Berkshire Power Co LLC,Berkshire Power Co LLC,False,unmatched - passthrough
Northern California Power Agny,Northern California Power Agny,False,unmatched - passthrough
"Alpha Generation Brandywine, LLC","Alpha Generation Brandywine, LLC",False,unmatched - passthrough
Lakewood Cogeneration LP,Lakewood Cogeneration LP,False,unmatched - passthrough
Hardee Power Partners Ltd,Hardee Power Partners Ltd,False,unmatched - passthrough
Avista Corp,Avista Corp,False,rule
Saranac Power Partners LP,Saranac Power Partners LP,False,unmatched - passthrough
PanCentral CGC Holdings LLC,PanCentral CGC Holdings LLC,False,unmatched - passthrough
Tanzanite Energy Storage LLC,Tanzanite Energy Storage LLC,False,unmatched - passthrough
Pattern Gulf Wind,Pattern Gulf Wind,False,unmatched - passthrough
DTE Energy Services,DTE Energy,True,rule
Johnson County Power LLC,Johnson County Power LLC,False,unmatched - passthrough
Palo Duro Wind,Palo Duro Wind,False,unmatched - passthrough
Kentucky Power Co,"American Electric Power Company, Inc.",True,rule
Mobile Energy LLC,Mobile Energy LLC,False,unmatched - passthrough
Arizona Solar One LLC,Arizona Solar One LLC,False,unmatched - passthrough
"Silver Peak Solar, LLC","Silver Peak Solar, LLC",False,unmatched - passthrough
"Solar Star California XX, LLC","Solar Star California XX, LLC",False,unmatched - passthrough
FPL Energy Upton Wind LP,NextEra Energy Resources,True,rule
Imperial Irrigation District,Imperial Irrigation District,False,rule
Bethel Wind Farm LLC,Bethel Wind Farm LLC,False,unmatched - passthrough
"Solomon Forks Wind Project, LLC","Solomon Forks Wind Project, LLC",False,unmatched - passthrough
Geronimo Power,Geronimo Power,True,rule
Rumford Power,Rumford Power,False,unmatched - passthrough
Santa Rosa Energy Center LLC,Santa Rosa Energy Center LLC,False,unmatched - passthrough
Global Infrastructure Partners,BlackRock / GIP,False,rule
"Las Majadas Wind Farm, LLC","Las Majadas Wind Farm, LLC",False,unmatched - passthrough
"McCoy Solar, LLC","McCoy Solar, LLC",False,unmatched - passthrough
Gibson City Energy Center LLC,Gibson City Energy Center LLC,False,unmatched - passthrough
"Helena Wind, LLC","Helena Wind, LLC",False,unmatched - passthrough
Paris Generation LP,Paris Generation LP,False,unmatched - passthrough
Big Cajun I Units I and II LLC,Big Cajun I Units I and II LLC,False,unmatched - passthrough
"FGE Goodnight I, LLC","FGE Goodnight I, LLC",False,unmatched - passthrough
Ocotillo Express LLC,Ocotillo Express LLC,False,unmatched - passthrough
Dunns Bridge Solar Center LLC,Dunns Bridge Solar Center LLC,False,unmatched - passthrough
Clearway Energy Operating LLC,Clearway Energy Operating LLC,True,rule
Lincoln Electric System,Lincoln Electric System,False,unmatched - passthrough
"Arica Solar, LLC","Arica Solar, LLC",False,unmatched - passthrough
Windy Flats Partners LLC,Windy Flats Partners LLC,False,unmatched - passthrough
Masspower,Masspower,False,unmatched - passthrough
"Silver State Solar Power South, LLC","Silver State Solar Power South, LLC",False,unmatched - passthrough
"Wadley Solar, LLC","Wadley Solar, LLC",False,unmatched - passthrough
"SE Titan, LLC","SE Titan, LLC",False,unmatched - passthrough
WEC Energy Group,We Energies,True,rule
"Roadrunner Crossing Wind Farm, LLC","Roadrunner Crossing Wind Farm, LLC",False,unmatched - passthrough
Stampede Solar Project LLC,Stampede Solar Project LLC,False,unmatched - passthrough
Concho Bluff LLC,Concho Bluff LLC,False,unmatched - passthrough
"TE Taygete Energy HoldCo, LLC","TE Taygete Energy HoldCo, LLC",False,unmatched - passthrough
Massachusetts Mun Wholes Electric Co,Massachusetts Mun Wholes Electric Co,False,unmatched - passthrough
"Kendall Green Energy, LLC","Kendall Green Energy, LLC",False,unmatched - passthrough
"Dermott Wind, LLC","Dermott Wind, LLC",False,unmatched - passthrough
AV Solar Ranch 1 LLC,AV Solar Ranch 1 LLC,False,unmatched - passthrough
"Imperial Valley Solar 3, LLC","Imperial Valley Solar 3, LLC",False,unmatched - passthrough
"Texas Solar Nova 1, LLC","Texas Solar Nova 1, LLC",False,unmatched - passthrough
Skeleton Creek Energy Center,Skeleton Creek Energy Center,False,unmatched - passthrough
Cedar Point LLC,Cedar Point LLC,False,unmatched - passthrough
Generation Bridge Acquisition,Generation Bridge Acquisition,False,unmatched - passthrough
"Rockland Power Partners, LLC","Rockland Power Partners, LLC",False,unmatched - passthrough
"Little Blue Wind Project, LLC","Little Blue Wind Project, LLC",False,unmatched - passthrough
"Triple H Wind Project, LLC","Triple H Wind Project, LLC",False,unmatched - passthrough
Ben Milam Solar 2 LLC,Ben Milam Solar 2 LLC,False,unmatched - passthrough
Ben Milam Solar 3 LLC,Ben Milam Solar 3 LLC,False,unmatched - passthrough
"Sparta Solar, LLC","Sparta Solar, LLC",False,unmatched - passthrough
"Willow Springs Windfarm, LLC","Willow Springs Windfarm, LLC",False,unmatched - passthrough
Fairbanks Solar Energy Center LLC,Fairbanks Solar Energy Center LLC,False,unmatched - passthrough
"Pisgah Ridge Solar, LLC","Pisgah Ridge Solar, LLC",False,unmatched - passthrough
"Sierra Estrella Energy Storage, LLC","Sierra Estrella Energy Storage, LLC",False,unmatched - passthrough
Amadeus Wind LLC,Amadeus Wind LLC,False,unmatched - passthrough
"Phoebe Energy Project, LLC","Phoebe Energy Project, LLC",False,unmatched - passthrough
"Golden West Power Partners, LLC","Golden West Power Partners, LLC",False,unmatched - passthrough
"Sebree Solar, LLC","Sebree Solar, LLC",False,unmatched - passthrough
Aqua,Aqua,False,unmatched - passthrough
Hardin Solar Energy III,Hardin Solar Energy III,False,unmatched - passthrough
"SE Athos I, LLC","SE Athos I, LLC",False,unmatched - passthrough
"SR Toombs I, LLC","SR Toombs I, LLC",False,unmatched - passthrough
Hopkins Energy LLC,Hopkins Energy LLC,False,unmatched - passthrough
"Prospero Solar II, LLC (Longroad)",Longroad Energy,True,rule
"Tenaska Nobles 2 Holdings, LLC,",Tenaska Group,False,rule
"Roaring Springs, LLC","Roaring Springs, LLC",False,unmatched - passthrough
Moapa Southern Paiute LLC,Moapa Southern Paiute LLC,False,unmatched - passthrough
"Axium Great Plains Wind, LLC",Axium Infrastructure,False,rule
Sun Valley Solar LLC,Sun Valley Solar LLC,False,unmatched - passthrough
Hidalgo Wind Farm LLC,Hidalgo Wind Farm LLC,False,unmatched - passthrough
Westlands Solar Blue,Westlands Solar Blue,False,unmatched - passthrough
"Gateway Energy Storage, LLC","Gateway Energy Storage, LLC",False,unmatched - passthrough
225DD 8me LLC,8minute Solar Energy,False,rule
Rush Springs Wind Project,Rush Springs Wind Project,False,unmatched - passthrough
Buffalo Dunes Wind Project LLC,Buffalo Dunes Wind Project LLC,False,unmatched - passthrough
"High Plains Ranch II, LLC","High Plains Ranch II, LLC",False,unmatched - passthrough
"Javelina Wind Energy, LLC","Javelina Wind Energy, LLC",False,unmatched - passthrough
EGCO Tower,EGCO Tower,False,unmatched - passthrough
IRG Acquisition Holdings LLC,IRG Acquisition Holdings LLC,False,unmatched - passthrough
"King Plains Wind Project, LLC","King Plains Wind Project, LLC",False,unmatched - passthrough
PUD No 1 of Clark County - (WA),Municipal / Public Utility (various),False,rule
"Thunder Wolf Energy Center, LLC","Thunder Wolf Energy Center, LLC",False,unmatched - passthrough
"Armadillo Flats Wind Project, LLC","Armadillo Flats Wind Project, LLC",False,unmatched - passthrough
